---------- Commits List ---------

Commit[ID= 7c3ea3ce5c67361c2d20e2097b8cc9534297c136, release= 0.9.0, creationDate= 2006-05-02]

Commit[ID= 3494fab794711379f046a26e3a19f10a5f80c7ea, release= 2.2.0, creationDate= 2011-10-29]

Commit[ID= 8d21608618f0a8c626cb1beaccfd17d2a416cef0, ticket= OPENJPA-2065, release= 2.2.0, creationDate= 2011-10-29]

Commit[ID= 2bee63d7027daf5c5ce00e7a45391e78a2206594, release= 2.2.0, creationDate= 2011-10-29]

Commit[ID= 31e00f7d76acbf37a1ba314237af7db7ddce881e, release= 2.2.0, creationDate= 2011-10-29]

Commit[ID= c66d5e1688d13c9be3c039733c192160bc064402, ticket= OPENJPA-2066, release= 2.2.0, creationDate= 2011-10-30]

Commit[ID= 8a72661ea0751c25bd9adf028a41570bddd22feb, ticket= OPENJPA-2065, release= 2.2.0, creationDate= 2011-11-05]

Commit[ID= 3d5b44956dd6b860b8367b25d5858ad7db0cd141, release= 2.2.0, creationDate= 2011-11-05]

Commit[ID= 6659b57886fc9e44003602f4ba0eff3b115284a7, release= 2.2.0, creationDate= 2011-11-05]

Commit[ID= 9c1ac5ffc932ec156a1040740e4d65717f60ed7b, release= 2.2.0, creationDate= 2011-11-07]

Commit[ID= d64a3e5fdbc286694ad644ab0dfc460307cd1159, release= 2.2.0, creationDate= 2011-11-09]

Commit[ID= 5fafa802aa71b6f07aa99570c9ba4e73245e937c, release= 2.2.0, creationDate= 2011-11-09]

Commit[ID= 83bc7aa8ef57761bd1db74498e8d5e9390ffb5c1, release= 2.2.0, creationDate= 2011-11-10]

Commit[ID= db9849db29a9f79d97884a2d6fae2dd0f9f23db1, release= 2.2.0, creationDate= 2011-11-11]

Commit[ID= f70dd22afb4b2da8b4d731ca41b96222cc4f4d59, release= 2.2.0, creationDate= 2011-11-11]

Commit[ID= b66ea198aee33e0ee432d9b5c53c58e71b58b3a1, release= 2.2.0, creationDate= 2011-11-13]

Commit[ID= f81908f3ac80c9c89c08c034e05eda20bb7f1b21, ticket= OPENJPA-1986, release= 2.2.0, creationDate= 2011-11-16]

Commit[ID= 64f37134fadde406f30b8c541da9add67d71fad7, release= 2.2.0, creationDate= 2011-11-17]

Commit[ID= caa09591b76b9f4dd48c598851a7d83c0f688100, release= 2.2.0, creationDate= 2011-11-17]

Commit[ID= d52e73f0248de43dbb6bf018c4950ff1d27274f8, release= 2.2.0, creationDate= 2011-11-17]

Commit[ID= 04cbc685441176dd710016e62639b5357399fbfb, release= 2.2.0, creationDate= 2011-11-17]

Commit[ID= 5d6533ef7e8b0a17f566618c21cbb8619ba6321d, release= 2.2.0, creationDate= 2011-11-18]

Commit[ID= 050092efc63da43256c1284b60f1576bc44b8829, release= 2.2.0, creationDate= 2011-11-22]

Commit[ID= 3f8d02190d21c05323ece224164eea92c0009557, release= 2.2.0, creationDate= 2011-11-28]

Commit[ID= c3d9750f74087b6058dbedcf089039156c39fc36, release= 2.2.0, creationDate= 2011-11-28]

Commit[ID= 76cd9dfe913a5c93784c6697be8b7bab8daef21d, release= 2.2.0, creationDate= 2011-11-28]

Commit[ID= 76b5be16917e5c1cb21b1a9d4c7b57ff191c6bba, release= 2.2.0, creationDate= 2011-11-30]

Commit[ID= 9fdf242b401e3f47461fe42227eea2d46d95ae22, release= 2.2.0, creationDate= 2011-12-02]

Commit[ID= 78d12c9b0a07399b14adc25a0ddf296eaf9f516e, ticket= OPENJPA-2088, release= 2.2.0, creationDate= 2011-12-07]

Commit[ID= 20772bc962c21fc6c4db50463c4da29f86e85259, release= 2.2.0, creationDate= 2011-12-07]

Commit[ID= 4bffcc9c9a3786f3aeb0a7a386ded3bdf25decf1, ticket= OPENJPA-1873, release= 2.2.0, creationDate= 2011-12-08]

Commit[ID= 6595f3125e79fbe3c47287251a2c33c81e4e97cd, release= 2.2.0, creationDate= 2011-12-09]

Commit[ID= 9305834478ba40ba3ecda0b03aca213f90d0b923, release= 2.2.0, creationDate= 2011-12-09]

Commit[ID= 6269231420dee6d9976f4db0a5d85bf4e38b9fb4, release= 2.2.0, creationDate= 2011-12-09]

Commit[ID= aff65db7e994a3b3eaff9543e3d7d0b04934dfaf, ticket= OPENJPA-1873, release= 2.2.0, creationDate= 2011-12-09]

Commit[ID= 8d2b795b347bedf8c07eddac84c44fef04f80cac, release= 2.2.0, creationDate= 2011-12-09]

Commit[ID= e24439984b6af275ecef7d3f5da8b8f92e14bd59, release= 2.2.0, creationDate= 2011-12-09]

Commit[ID= a4d56b5c5b5b0f36fa1334c7d2a6cea615042ed1, release= 2.2.0, creationDate= 2011-12-12]

Commit[ID= e3fbbfbcede0d4735a882e5208d2a20257c8b2f4, release= 2.2.0, creationDate= 2011-12-12]

Commit[ID= 1a383857ff1c9c3e8de4f61cc1fda4ff6494d534, ticket= OPENJPA-2094, release= 2.2.0, creationDate= 2011-12-13]

Commit[ID= b2af30891db8bbfd85f1fff67d21efccdba943eb, ticket= OPENJPA-2094, release= 2.2.0, creationDate= 2011-12-14]

Commit[ID= 10a09897a6fd5817eb2c083e2a3cd3727a16ec16, release= 2.2.0, creationDate= 2011-12-15]

Commit[ID= 12e33c9af396fc621e99caa4612c750183e8b9f4, release= 2.2.0, creationDate= 2011-12-15]

Commit[ID= bfd6b46773a22251f0143cfa70777b9b5da7a3a4, release= 2.2.0, creationDate= 2011-12-16]

Commit[ID= 4bf8225bfae4fa7f9c97b2e55970ff5e153cbb64, release= 2.2.0, creationDate= 2011-12-18]

Commit[ID= b20b8103e02ce0c7b08bfb8cf32d97e5aa1df415, ticket= OPENJPA-1912, release= 2.2.0, creationDate= 2011-12-21]

Commit[ID= 3631ed562eb960c676455933872e053b2d1f2566, release= 2.2.0, creationDate= 2011-12-21]

Commit[ID= 261917b3a002ab7b506d4afe23f34644cd08fe42, ticket= OPENJPA-1912, release= 2.2.0, creationDate= 2011-12-21]

Commit[ID= ba24ed7c0b7a278e2a0a76e89b4454bb33d79569, ticket= OPENJPA-2088, release= 2.2.0, creationDate= 2011-12-22]

Commit[ID= fedd2f776257a563448c8a3aaabd8afc2232b608, ticket= OPENJPA-1912, release= 2.2.0, creationDate= 2011-12-22]

Commit[ID= e4a94c6cf8271fd302adaf888d5c9c842459796b, release= 2.2.0, creationDate= 2011-12-23]

Commit[ID= ffd2a7bfedb5870ad6fe71a5a52306d4500815f5, release= 2.2.0, creationDate= 2011-12-23]

Commit[ID= 14d8109f9581045e1efdc347601209baedc2d5b5, release= 2.2.0, creationDate= 2011-12-26]

Commit[ID= 9f4fba24dab254fb43d00ac65a3b2896d3ed9e61, release= 2.2.0, creationDate= 2011-12-27]

Commit[ID= 62462f47524e5408956d8ddc1b4d9d0ef6d9d0d6, release= 2.2.0, creationDate= 2011-12-27]

Commit[ID= 6bc2b5671d00143dd7039f7c6472f6a449174951, release= 2.2.0, creationDate= 2011-12-27]

Commit[ID= 857abde46c85239d472410f0c005877dd8632d30, release= 2.2.0, creationDate= 2011-12-27]

Commit[ID= fab453596120544955efe71300a120ae394ff40e, release= 2.2.0, creationDate= 2011-12-28]

Commit[ID= db415aa984158265b3c0da845bc322d7853d2fb3, release= 2.2.0, creationDate= 2011-12-28]

Commit[ID= da004e608ef7ea7ca312fb0282957d91c548402e, release= 2.2.0, creationDate= 2011-12-29]

Commit[ID= 6369c744bdbb4c72fca8ec0c276dffcd6be9e752, ticket= OPENJPA-2083, release= 2.2.0, creationDate= 2012-01-03]

Commit[ID= 9cc9b97c97a28d3d9154f78c6a5255414c591d9c, release= 2.2.0, creationDate= 2012-01-03]

Commit[ID= 59d0a5262bcd64b577cbdf815e530a3fdc67dac7, ticket= OPENJPA-2102, release= 2.2.0, creationDate= 2012-01-04]

Commit[ID= afef47f79856793909ee28256f14351eb3409588, release= 2.2.0, creationDate= 2012-01-05]

Commit[ID= ed33f06f4dfd171209a026e9511e3c3c84a289a2, release= 2.2.0, creationDate= 2012-01-05]

Commit[ID= 2d1ff88afb2c21c052044d8ac0b6058efb3d19d2, release= 2.2.0, creationDate= 2012-01-10]

Commit[ID= 6289157f9c92a8bb1790a195e83bc15373841eb3, release= 2.2.0, creationDate= 2012-01-10]

Commit[ID= 2846f873c2eb0c858db1e353278eda390b99d664, release= 2.2.0, creationDate= 2012-01-10]

Commit[ID= 162e98d5b3f3cdc260705efacb7a0c5c305602d0, release= 2.2.0, creationDate= 2012-01-11]

Commit[ID= 3beb74571aeab1e8785a167d4a30db3ae4ce4a57, release= 2.2.0, creationDate= 2012-01-12]

Commit[ID= 0ec5ae0c928d2870c453a3007bb54f0afec7264c, release= 2.2.0, creationDate= 2012-01-12]

Commit[ID= e267cdd56224e960e05c0842f2c99047e7cd532e, release= 2.2.0, creationDate= 2012-01-12]

Commit[ID= d354f7cf847d7f346bdc9bd98da690c21277eb0e, ticket= OPENJPA-2107, release= 2.2.0, creationDate= 2012-01-13]

Commit[ID= 5bb79b9309aa099ffa2f48a20ad8b506180762ad, release= 2.2.0, creationDate= 2012-01-14]

Commit[ID= 1a50b5fe762e6dda708b46a08ae59fafa6800fbb, release= 2.2.0, creationDate= 2012-01-17]

Commit[ID= 3c1a2621067e0c8284150bef24b4162e5c950832, release= 2.2.0, creationDate= 2012-01-17]

Commit[ID= 6430d8eb9235296302d9f53a23aeca8cc63339f0, release= 2.2.0, creationDate= 2012-01-18]

Commit[ID= c2e11e7f13c3c84f260265161f091fa2831b1de9, release= 2.2.0, creationDate= 2012-01-18]

Commit[ID= 3dee2ca176ee8d85ea89e09f0607036c0cad7b17, release= 2.2.0, creationDate= 2012-01-18]

Commit[ID= 024ff20a8c5c5ec8494cb65a175a69687d83259c, release= 2.2.0, creationDate= 2012-01-18]

Commit[ID= 6bed19c848dd99a870bc1864cc9b350dfe241650, release= 2.2.0, creationDate= 2012-01-18]

Commit[ID= 2c65619be4190b81039de6b87dc8b9ffdef837f7, release= 2.2.0, creationDate= 2012-01-19]

Commit[ID= dc95a8a2e640b2b743c975372c5426894b6e0d24, release= 2.2.0, creationDate= 2012-01-19]

Commit[ID= 736221d10098f808a90ab98b86587b6b7fd473d5, release= 2.2.0, creationDate= 2012-01-24]

Commit[ID= 49adef7c61f3bf2c2257a01375b01264bb333088, release= 2.2.0, creationDate= 2012-01-24]

Commit[ID= 816280b17bbef5519a052565c565b87cd3bbb115, release= 2.2.0, creationDate= 2012-01-25]

Commit[ID= ade97ac4d448200bc84b48973f6bd1ace4e338c8, release= 2.2.0, creationDate= 2012-01-25]

Commit[ID= f31e4ba5072e1c43647042f5dd00ce1ced0e2b03, release= 2.2.0, creationDate= 2012-01-25]

Commit[ID= ccdcf9b3fd6e9427dedd7d226e8b2d3bdac20a19, release= 2.2.0, creationDate= 2012-01-26]

Commit[ID= e37a58907218feafed529230e05abe34281582db, release= 2.2.0, creationDate= 2012-01-26]

Commit[ID= 7def6f8a674e34af58543ead829ad7a5b5f2534e, release= 2.2.0, creationDate= 2012-01-26]

Commit[ID= 3929e28cda84245afdccd44cb51e13ef213be39a, release= 2.2.0, creationDate= 2012-01-26]

Commit[ID= fc1ea49c38c5022126e533c98f581e5a945a2a4d, release= 2.2.0, creationDate= 2012-01-26]

Commit[ID= 1de07a52ecca70d411c865bac92c08310392294e, release= 2.2.0, creationDate= 2012-01-26]

Commit[ID= 11dc47c80ab3883b2da6eabd38d3af6130239fc7, ticket= OPENJPA-2117, release= 2.2.0, creationDate= 2012-01-27]

Commit[ID= ad41647b999b239e7e7add88210ca20b1e0f6bf1, ticket= OPENJPA-2117, release= 2.2.0, creationDate= 2012-01-27]

Commit[ID= 7b2d6ea89d2a33b0b2269f04e84b782235f20c37, release= 2.2.0, creationDate= 2012-01-27]

Commit[ID= a666c1d14b6ab27c3635a6f8d995100f88146a89, release= 2.2.0, creationDate= 2012-02-03]

Commit[ID= 52ea95686b7febacae7782817901faa54c120beb, ticket= OPENJPA-1901, release= 2.2.0, creationDate= 2012-02-03]

Commit[ID= 2988ebaf2a264c9c3d9a918c5bb13abf0708d73e, release= 2.2.0, creationDate= 2012-02-03]

Commit[ID= 65f9e5926591e280eb8e810c3322f7c3aab777bb, release= 2.2.0, creationDate= 2012-02-03]

Commit[ID= ba3f74e8be229fc2951b4b69db5d0d9467d36445, release= 2.2.0, creationDate= 2012-02-04]

Commit[ID= 5aa9a573c5490878b752ad54a8a6e35f53b0bb65, release= 2.2.0, creationDate= 2012-02-04]

Commit[ID= 64c8d56e9a8939dbcf419d300b27e8b62d4413d2, release= 2.2.0, creationDate= 2012-02-04]

Commit[ID= 4d0917c55143fb9293f03e88bf54eb6d2854c781, release= 2.2.0, creationDate= 2012-02-04]

Commit[ID= b0536597ae372c8712e9dd56acc538a0e0569f0b, release= 2.2.0, creationDate= 2012-02-04]

Commit[ID= 3a5fce3e33fde632c8b884a5e735007fda09f947, release= 2.2.0, creationDate= 2012-02-04]

Commit[ID= e8aaaccf9c7912846e95a30107d9a259fb1bba99, release= 2.2.0, creationDate= 2012-02-06]

Commit[ID= e14af5d7abd79aebb8181d268d4b520ca920b904, release= 2.2.0, creationDate= 2012-02-06]

Commit[ID= e5a7710d6bac0dcce78b3c52311ba74c309e7715, release= 2.2.0, creationDate= 2012-02-07]

Commit[ID= 647ab63101243b0b4964f8334828e1acfa0b5019, release= 2.2.0, creationDate= 2012-02-07]

Commit[ID= 91eb9d4792818cf0aa0ffe43c0972bc74cd5739b, release= 2.2.0, creationDate= 2012-02-08]

Commit[ID= 824753b36cbdb20539f28959a7b2d399475d0350, release= 2.2.0, creationDate= 2012-02-08]

Commit[ID= 98859e2006bcbbe02723438788886abeb3bf0fd9, release= 2.2.0, creationDate= 2012-02-08]

Commit[ID= 0f17510c5cede34e676f6f9587c2690b97bea1a5, release= 2.2.0, creationDate= 2012-02-09]

Commit[ID= f9cf3b7919546dda9bcf62c140022b8fbca831fc, ticket= OPENJPA-2124, release= 2.2.0, creationDate= 2012-02-09]

Commit[ID= e6d667e6db7f0f42aa4948d9ac3d438e6fca17a2, release= 2.2.0, creationDate= 2012-02-13]

Commit[ID= 2bbbcc9d735a66b64afc1a8bcdba13ab151242db, release= 2.2.0, creationDate= 2012-02-13]

Commit[ID= 5680616fccef264716732486e0f5ab7f68a1ac8e, release= 2.2.0, creationDate= 2012-02-14]

Commit[ID= b1e7cb3a702a31f8141da9da7bef64368cac724b, release= 2.2.0, creationDate= 2012-02-14]

Commit[ID= bb9fd6f65c3ac2fc5ee4d845afb6f71972966948, release= 2.2.0, creationDate= 2012-02-14]

Commit[ID= 0b55b3bc7c06e00ed1ea1c228c4b5cb5cc247648, release= 2.2.0, creationDate= 2012-02-14]

Commit[ID= a47e0b7798695f8855e375e398de0098a458dc8d, release= 2.2.0, creationDate= 2012-02-15]

Commit[ID= 777a1f6ba8299d7732dc5fdccde1e16d634c4ddb, release= 2.2.0, creationDate= 2012-02-15]

Commit[ID= 2d42a79c58a4e5e51308601d8b910879476247e6, release= 2.2.0, creationDate= 2012-02-16]

Commit[ID= 4d1e1bc8df87d8ed08835b68d0bc8e53dd8dd75e, release= 2.2.0, creationDate= 2012-02-16]

Commit[ID= 408d8b4463214053557a0722bf9d976feb6e60a2, release= 2.2.0, creationDate= 2012-02-20]

Commit[ID= cecd73b6ee1060d4d869349e527bb392d2599bf9, release= 2.2.1, creationDate= 2012-02-21]

Commit[ID= c55f8469f1c24c88360220e9c5d82389a4b82dff, release= 2.2.1, creationDate= 2012-02-21]

Commit[ID= 6599b7b403fecc75ec7b3fb2bfd0b51bcfa6cdb8, ticket= OPENJPA-2136, release= 2.2.1, creationDate= 2012-02-21]

Commit[ID= 1f3f320af3633b990f671eee525abe97d1f83b56, release= 2.2.1, creationDate= 2012-02-21]

Commit[ID= 1cb2f10f6ebac68a64c8b46ffce5691c33c8462f, release= 2.2.1, creationDate= 2012-02-22]

Commit[ID= 103aa4ffc0ea149de21dbc13596e1ea31d3ff831, release= 2.2.1, creationDate= 2012-02-22]

Commit[ID= fdda697583d18c53e83ddd2d82fda4acbddeb58d, release= 2.2.1, creationDate= 2012-02-23]

Commit[ID= d03434b5576f028adb1781cb0ff659ebd34e105b, release= 2.2.1, creationDate= 2012-02-24]

Commit[ID= c275da64abe546a9af2c28bb6245cb8a95754e96, release= 2.2.1, creationDate= 2012-02-24]

Commit[ID= ce44b7ddcd672809ed8e09db380de061ea757f45, release= 2.2.1, creationDate= 2012-02-24]

Commit[ID= 5f5b20f523e070e3f1464842738bc2450b73d967, ticket= OPENJPA-2145, release= 2.2.1, creationDate= 2012-02-27]

Commit[ID= 8971fda1aaf23b1057b1fe20fab940411bd432c3, ticket= OPENJPA-2146, release= 2.2.1, creationDate= 2012-02-28]

Commit[ID= e07b3ce3cf63fff17b06c6a6289a52ae40d0f62e, ticket= OPENJPA-2055, release= 2.2.1, creationDate= 2012-03-01]

Commit[ID= b98289edbcb2cac2494b066f24a1c1d0d8e85ad0, release= 2.2.1, creationDate= 2012-03-04]

Commit[ID= ecf492ac461b032caf5486b48d2693ea32e5edc2, release= 2.2.1, creationDate= 2012-03-07]

Commit[ID= e1c4c92888ce7e8559a1e1ea74ec7513226b7e70, release= 2.2.1, creationDate= 2012-03-08]

Commit[ID= f94fb7f727fa9f4773ef682ea87ee6bb74af9256, ticket= OPENJPA-2132, release= 2.2.1, creationDate= 2012-03-09]

Commit[ID= a7f8af893cd06a925d8f1ef1509e83be6499687b, release= 2.2.1, creationDate= 2012-03-09]

Commit[ID= cc4f6264ba88810930ee5b8b02df9dfeb9c1ecf9, release= 2.2.1, creationDate= 2012-03-09]

Commit[ID= b68cf1d0fbebcc08561fbdd4d32d4d11ae6f0c73, ticket= OPENJPA-2153, release= 2.2.1, creationDate= 2012-03-10]

Commit[ID= ca7918e88c50bf2f9e120759c596ace7b70c445c, ticket= OPENJPA-2154, release= 2.2.1, creationDate= 2012-03-12]

Commit[ID= f4e1d195bb88e69df1724916162eb435886363e2, release= 2.2.1, creationDate= 2012-03-13]

Commit[ID= 7063dd52967a0c8532624e4e0ae849a0be39b81f, ticket= OPENJPA-2156, release= 2.2.1, creationDate= 2012-03-16]

Commit[ID= 1d71976c8f38a7f56efcb70267a5249337a77981, ticket= OPENJPA-2156, release= 2.2.1, creationDate= 2012-03-21]

Commit[ID= 1925881f5d7a48764db727f30a947623c823df36, ticket= OPENJPA-2158, release= 2.2.1, creationDate= 2012-03-21]

Commit[ID= 83b432a46f7624a0c1200c602ea65019030183e7, release= 2.2.1, creationDate= 2012-03-23]

Commit[ID= 3d04bdd463e3e85a02d0c7be1acfd72a1ce17f03, ticket= OPENJPA-2161, release= 2.2.1, creationDate= 2012-03-25]

Commit[ID= 3e1de6c8e3b56457d05250beae5b124c008aba40, release= 2.2.1, creationDate= 2012-03-28]

Commit[ID= b2cc17c13581839173dae4986ba1005bedf6f454, ticket= OPENJPA-2161, release= 2.2.1, creationDate= 2012-03-28]

Commit[ID= f506835fa810c177c8c93a7d0ef24d05570b21fe, ticket= OPENJPA-2163, release= 2.2.1, creationDate= 2012-03-28]

Commit[ID= 284b6e5ceda27eb678399930bc49e028e2e2a39b, ticket= OPENJPA-2163, release= 2.2.1, creationDate= 2012-03-29]

Commit[ID= 42372cf6094fa8e32ad9dd31d1bc79a839f45ba4, ticket= OPENJPA-2163, release= 2.2.1, creationDate= 2012-03-29]

Commit[ID= 0354b057c99b41ae6eda2f1bfcdd44850af9b80a, release= 2.2.1, creationDate= 2012-03-30]

Commit[ID= 208be279f99344723ac70d44323eaa0d4822850d, release= 2.2.1, creationDate= 2012-03-30]

Commit[ID= 90fcd9623d231489b22de9c5d78c2d28ada818a5, release= 2.2.1, creationDate= 2012-03-30]

Commit[ID= b897fe50cc9902e4e11c071d535a54b97a8b4741, release= 2.2.1, creationDate= 2012-03-30]

Commit[ID= e9ab0d7cec9e81fae5423cb4b4f3a0a209a51dc6, ticket= OPENJPA-2163, release= 2.2.1, creationDate= 2012-03-30]

Commit[ID= 461471d174c4a99c4dff796e80123e73923d4fd9, release= 2.2.1, creationDate= 2012-03-30]

Commit[ID= 83916ff986b8e020160c67cca47e81a9ade2b2d6, release= 2.2.1, creationDate= 2012-03-30]

Commit[ID= c5d2d2c217eb54bcc495c67777e439f5d856e2bd, release= 2.2.1, creationDate= 2012-03-30]

Commit[ID= 6b6c06330a88934c02ae083ded276d189be7d1bd, release= 2.2.1, creationDate= 2012-03-31]

Commit[ID= 90306339595a0d781e22119df11289a68c7a1f85, release= 2.2.1, creationDate= 2012-04-01]

Commit[ID= 31da969bd625c8d02c816d7a474c151d5f130e8f, release= 2.2.1, creationDate= 2012-04-01]

Commit[ID= f3dbb5acadf320541d132a588dbc69073b3cf9ef, release= 2.2.1, creationDate= 2012-04-02]

Commit[ID= ec836bec3b85d557a8c0bb175eac720a0f6ba868, release= 2.2.1, creationDate= 2012-04-02]

Commit[ID= 8e445e03a1003390407670f72be58d37dfe27569, release= 2.2.1, creationDate= 2012-04-03]

Commit[ID= 06742412b3b8caae014f9044afdccddd445dd254, ticket= OPENJPA-2131, release= 2.2.1, creationDate= 2012-04-04]

Commit[ID= 60e42eddda986127e797ab081a06f4e77a9c24f3, release= 2.2.1, creationDate= 2012-04-05]

Commit[ID= 08b0dd2913af1788046bab1681d2dc342c13f417, release= 2.2.1, creationDate= 2012-04-09]

Commit[ID= 3bfaadf1c10169e7ca7fbc23719b044b6a64d1a2, ticket= OPENJPA-2170, release= 2.2.1, creationDate= 2012-04-11]

Commit[ID= b7bd2c873dd8bf84fb94ced1528e4c09ebc46249, ticket= OPENJPA-2110, release= 2.2.1, creationDate= 2012-04-11]

Commit[ID= 8ac15ebf931b481cd37c8828ef7c36c2a01448aa, ticket= OPENJPA-2172, release= 2.2.1, creationDate= 2012-04-13]

Commit[ID= aac116c904fb66ab33c8e7d72630cd3ad549bb49, ticket= OPENJPA-2178, release= 2.2.1, creationDate= 2012-04-26]

Commit[ID= df8d3c44169ebc5f4200420e2e202ac5f3ec0720, release= 2.2.1, creationDate= 2012-04-26]

Commit[ID= 9b322a9318e431c2cf1272dd355c40e198f64804, release= 2.2.1, creationDate= 2012-04-26]

Commit[ID= eef9fd4b316a88bc68729b099e23620f77eeb139, release= 2.2.1, creationDate= 2012-04-27]

Commit[ID= a2c820b66ee9bfa380a2fbe73a032fc040b38a0d, release= 2.2.1, creationDate= 2012-04-28]

Commit[ID= b15b164b6ceaf5902da9ddf4ee84dcfbbc32d8f1, release= 2.2.1, creationDate= 2012-04-30]

Commit[ID= badcf47af8bf85d13fe3019648635d5f274b91ec, release= 2.2.1, creationDate= 2012-04-30]

Commit[ID= a0f7a2f50fcf156576333367613a50222cec7895, release= 2.2.1, creationDate= 2012-04-30]

Commit[ID= 432499a3a69acdd985b321fd9ef3101430fa7b54, ticket= OPENJPA-2161, release= 2.2.1, creationDate= 2012-05-02]

Commit[ID= 8c8e250f402125bcf6a05ef696e33db5417371dd, ticket= OPENJPA-2133, release= 2.2.1, creationDate= 2012-05-04]

Commit[ID= 6df8fa909afd1bb66be3bd2daeb1231f751c157a, release= 2.2.1, creationDate= 2012-05-08]

Commit[ID= 0c4b201e8ff8d80015e53cc0ccbdb3ac88798bfa, release= 2.2.1, creationDate= 2012-05-09]

Commit[ID= 155f2626d08988ed617725ab3b58c8e15912a1ee, release= 2.2.1, creationDate= 2012-05-11]

Commit[ID= ae9e05b9c7c742f7f5640f5f9fbfa090b9e6b0ba, ticket= OPENJPA-2187, release= 2.2.1, creationDate= 2012-05-11]

Commit[ID= 32d2a850110157fb9e29e38ea1a957d1747e3852, ticket= OPENJPA-2191, release= 2.2.1, creationDate= 2012-05-12]

Commit[ID= e6a8d377bce1c2b4ecbb349c8be7c836ea78af56, release= 2.2.1, creationDate= 2012-05-15]

Commit[ID= 61b023c7842ba0cdde6305f1be742f773d0f3b84, ticket= OPENJPA-2197, release= 2.2.1, creationDate= 2012-05-17]

Commit[ID= 901c70e1d6a726c769fc08d80422126591b0f9ad, ticket= OPENJPA-2199, release= 2.2.1, creationDate= 2012-05-18]

Commit[ID= f617557bc3dd90b61229900372b492ab9dbba502, release= 2.2.1, creationDate= 2012-05-18]

Commit[ID= 122f5fe92d8f8f6808238e03dd6928ec362ca34e, release= 2.2.1, creationDate= 2012-05-20]

Commit[ID= 8a7ce9df2e7c8a790aff1e53f4b462deb4e460d6, release= 2.2.1, creationDate= 2012-05-20]

Commit[ID= 2889520be9cdba1d0cc4ef9e5f573d2895f74025, release= 2.2.1, creationDate= 2012-05-20]

Commit[ID= 6be44b2e40c83f46f130a660a0fa149f17be068e, release= 2.2.1, creationDate= 2012-05-20]

Commit[ID= ac9466b46067ea5aa9da2fd13470442b8f6aa871, release= 2.2.1, creationDate= 2012-05-20]

Commit[ID= fe1a099bcf9d2727fc06a39bb9af1c2d56a70754, release= 2.2.1, creationDate= 2012-05-20]

Commit[ID= 908e0f69350a5804d6f54387d86ee4a39906698b, release= 2.2.1, creationDate= 2012-05-21]

Commit[ID= 7cee19d3be610e178020eabdae6c877e6784373c, release= 2.2.1, creationDate= 2012-05-25]

Commit[ID= 8200a351a75b06297445ba8a9909efa8baeb5557, release= 2.2.1, creationDate= 2012-05-29]

Commit[ID= 11cd0d5fd417abc6fff78bc52b124968cebab4f3, ticket= OPENJPA-2118, release= 2.2.1, creationDate= 2012-05-31]

Commit[ID= ebe06fdf352a63c3152874b3efdc4960108cf3b5, ticket= OPENJPA-2174, release= 2.2.1, creationDate= 2012-05-31]

Commit[ID= 5fb9e7172681211588a526257d8c5a1bb5111530, ticket= OPENJPA-2072, release= 2.2.1, creationDate= 2012-05-31]

Commit[ID= e6129051c263992fde38687ada21a4b41336b431, release= 2.2.1, creationDate= 2012-06-01]

Commit[ID= 4f479a988746dfc8862ae9db991e811131a3f202, release= 2.2.1, creationDate= 2012-06-04]

Commit[ID= dde88d592c553549c51e88a30bd952a87f0c6c7d, release= 2.2.1, creationDate= 2012-06-05]

Commit[ID= c47085e32f617554f4f5614bb1ee96af1b51820e, release= 2.2.1, creationDate= 2012-06-06]

Commit[ID= c120b18eb9755e7753a3fc8a10f049d4ec458b79, release= 2.2.1, creationDate= 2012-06-06]

Commit[ID= 3f03f91eb8aa77afc414a7cdd3dee072cc1b7cab, release= 2.2.1, creationDate= 2012-06-06]

Commit[ID= d1306467c38e36e8e41f583b3de6960a377c6d98, release= 2.2.1, creationDate= 2012-06-06]

Commit[ID= 4659638a1d741e95a95d591df1ee7c3209f88ee5, release= 2.2.1, creationDate= 2012-06-08]

Commit[ID= f3e64797b24b92a012ed80c341d9b4385bdc1629, release= 2.2.1, creationDate= 2012-06-26]

Commit[ID= 11b8035acef38c689e9fb7b0f023cf131553271a, release= 2.2.1, creationDate= 2012-06-26]

Commit[ID= 91c9e234787f68fb8c39e2fb1489e5e3b7004233, release= 2.2.1, creationDate= 2012-06-26]

Commit[ID= 325c7a2f2f4e51d62fab44f08f2367407bd20e8f, release= 2.2.1, creationDate= 2012-06-26]

Commit[ID= 318642931b73778ef0da511fb7cc251984946a43, release= 2.2.1, creationDate= 2012-06-27]

Commit[ID= 56bd02449a1d311119fae7c4204fde5f49fd111e, release= 2.2.1, creationDate= 2012-06-27]

Commit[ID= 1fe219eeaec56e7c8a79fff8c45bfed91d9e6d7e, release= 2.2.1, creationDate= 2012-06-27]

