---------- /Commits List/ ---------

Commit[ID= 9ea37773fa07e8e1c16e654020ae34c3d6564963, release= 4.0.0, creationDate= 2011-03-30]
Commit[ID= 92722ee9c34b069e23d1a87d7fc78256b8540268, release= 4.4.0, creationDate= 2016-01-26]

Commit[ID= 8729d12be50295086e7440dfa5d0256abb7688d5, ticket= BOOKKEEPER-883, release= 4.4.0, creationDate= 2016-02-09]

Commit[ID= 626b7e8bb0b84271df97cfbf0a1b157c6cfe5a18, ticket= BOOKKEEPER-890, release= 4.4.0, creationDate= 2016-02-09]

Commit[ID= 61390322ea591bcfe3186e289c27f331c86941ad, release= 4.4.0, creationDate= 2016-02-09]

Commit[ID= 63a2a91eba191e92a1902cf5400325dcf4d36089, release= 4.4.0, creationDate= 2016-02-09]

Commit[ID= d96a2db912278e3d88ed59d8d3e15b62bc37ffd4, release= 4.4.0, creationDate= 2016-02-09]

Commit[ID= 63395a3e3d9bb253ea2745042631e44a3d195ea0, ticket= BOOKKEEPER-893, release= 4.4.0, creationDate= 2016-02-09]

Commit[ID= 9c937f5d814d4079b6134db361a0e2de1e37cd05, ticket= BOOKKEEPER-891, release= 4.4.0, creationDate= 2016-02-09]

Commit[ID= bac3ed3603f9dc9864beb610bea215c186ef4fab, release= 4.4.0, creationDate= 2016-02-23]

Commit[ID= 9bd9e061bc225f36d8c9d516d4265aa209e4e90e, ticket= BOOKKEEPER-897, release= 4.4.0, creationDate= 2016-02-24]

Commit[ID= 2c567d008c644df5db8c441fb9aaf135ed36db95, release= 4.4.0, creationDate= 2016-02-24]

Commit[ID= 96adbf1d613a63602c8b1b4aad1b0a7d17e6eee3, release= 4.4.0, creationDate= 2016-03-08]

Commit[ID= c8255f8c5f73a2353293ec1d9612dbb98f291ccc, release= 4.4.0, creationDate= 2016-03-08]

Commit[ID= bfa74f736ba270cc1a0bd0f7a1a6c643a00e385d, ticket= BOOKKEEPER-899, release= 4.4.0, creationDate= 2016-03-08]

Commit[ID= fe52b500cfec1c93725fa967ad2d5e0e7350580c, ticket= BOOKKEEPER-900, release= 4.4.0, creationDate= 2016-03-08]

Commit[ID= a77042db1b024b5cb2bdd2a5f49ea18a43bc036b, ticket= BOOKKEEPER-898, release= 4.4.0, creationDate= 2016-03-08]

Commit[ID= 410ff7263a477d4b75a43d006adde3549225a4b9, ticket= BOOKKEEPER-902, release= 4.4.0, creationDate= 2016-03-14]

Commit[ID= 9a8d62b1d1231f2fe6feca7e0c407a426a1278d5, ticket= BOOKKEEPER-769, release= 4.4.0, creationDate= 2016-03-16]

Commit[ID= 1a98088e38ca0a43c26d9a4847619b0a27bb90e8, ticket= BOOKKEEPER-594, release= 4.4.0, creationDate= 2016-03-16]

Commit[ID= a13d75d7eae29f1ce42dbfe5c6b4878a822fdf91, release= 4.4.0, creationDate= 2016-03-16]

Commit[ID= e32c38890ffbd0291e24e2b3f2625374b27f1f67, ticket= BOOKKEEPER-909, release= 4.4.0, creationDate= 2016-03-31]

Commit[ID= b1c12c0f41b7c27b2452fef311f12077d771f431, ticket= BOOKKEEPER-794, release= 4.4.0, creationDate= 2016-04-05]

Commit[ID= d607b366ba493617408888a768a99ee3f3ffb976, ticket= BOOKKEEPER-578, release= 4.4.0, creationDate= 2016-04-05]

Commit[ID= e5939ed587d81212fb032a37b2b83401359fa7fc, release= 4.4.0, creationDate= 2016-04-05]

Commit[ID= 19a5efe21ca0b33156a405f1084ddaa9ba4b28f5, ticket= BOOKKEEPER-910, release= 4.4.0, creationDate= 2016-04-05]

Commit[ID= 3fe7e7dad1a1a5a1ac958ef245f244d36523c0ea, release= 4.4.0, creationDate= 2016-04-06]

Commit[ID= 3efde26e0510be38237c73a7bfeeb105f25d8dbe, ticket= BOOKKEEPER-914, release= 4.4.0, creationDate= 2016-04-07]

Commit[ID= 89b032a1b59bebaf1bd48a95c0eb0f3e0caa2519, release= 4.4.0, creationDate= 2016-04-08]

Commit[ID= f2bc62b85e9bb855416fa4ea424cfd19ae9944e5, ticket= BOOKKEEPER-913, release= 4.4.0, creationDate= 2016-04-10]

Commit[ID= b42d8db2b03079ce65d603d808442297ad759433, release= 4.4.0, creationDate= 2016-04-10]

Commit[ID= 10cab08d0a8b4ca4b182554dee95834dc42175d2, release= 4.4.0, creationDate= 2016-04-14]

Commit[ID= 91595fc04ac6168b5a652e803e55caadae757f74, ticket= BOOKKEEPER-911, release= 4.4.0, creationDate= 2016-04-27]

Commit[ID= d66b9f0b4d27eae59fb9d6e607f24b2e8a0e611a, release= 4.4.0, creationDate= 2016-04-27]

Commit[ID= 40af841a366323d19fde2ae73d198824c16af688, release= 4.4.0, creationDate= 2016-04-27]

Commit[ID= dd575a16decbeaab1f230db271bc400d7e434216, release= 4.4.0, creationDate= 2016-04-27]

Commit[ID= 696a1515bcd4ef41ef27944dad64ac3e1c9d4991, release= 4.4.0, creationDate= 2016-04-27]

Commit[ID= 101de10a817d2a0704ce746eaed90cc0d73ca078, ticket= BOOKKEEPER-925, release= 4.4.0, creationDate= 2016-04-27]

Commit[ID= f8e0331f14a933ad2ed3d933c5eea927020b4967, ticket= BOOKKEEPER-925, release= 4.4.0, creationDate= 2016-04-29]

Commit[ID= d32010f5fcc6a040a56dc8b983cc14d107cff2df, ticket= BOOKKEEPER-926, release= 4.4.0, creationDate= 2016-05-04]

Commit[ID= d1df2dbdc06666490867285812654ca8e91647a9, release= 4.4.0, creationDate= 2016-05-05]

Commit[ID= f36bb289c19f5528572b677d1529951ae4346a93, release= 4.4.0, creationDate= 2016-05-05]

Commit[ID= 7e7fcf6618417a0846baae4b6ee84778571a3556, release= 4.4.0, creationDate= 2016-05-09]

Commit[ID= 5a71ed88116fcdffcccdb99eb79055912c46a85e, release= 4.4.0, creationDate= 2016-05-09]

Commit[ID= 089735246f6084e9f68085ab03999394c7158a72, release= 4.4.0, creationDate= 2016-05-13]

Commit[ID= 5c768b0a3cf573a4ba71f8b6edc9f183fdce4f65, release= 4.5.0, creationDate= 2016-05-24]

Commit[ID= 88f134e018608a4cccfc8f374ea8168581d1b839, release= 4.5.0, creationDate= 2016-05-26]

Commit[ID= bd2ebcd75f41552f37166616e05821f4f7752f26, release= 4.5.0, creationDate= 2016-06-09]

Commit[ID= 8ad9b2929dbddb5124b58c86feaca5fca73d9acf, release= 4.5.0, creationDate= 2016-06-24]

Commit[ID= bb31fd75bf4cf022001e9be25ea725477b0a5e16, release= 4.5.0, creationDate= 2016-06-24]

Commit[ID= ab069c3628562a90357b989e50d626acfc608695, release= 4.5.0, creationDate= 2016-07-11]

Commit[ID= 3196448632fd93b53964d58aaf070709d2bb050c, release= 4.5.0, creationDate= 2016-07-11]

Commit[ID= e5f3afa5ef84dbc466562664f1f8b0cd60779c02, ticket= BOOKKEEPER-908, release= 4.5.0, creationDate= 2016-07-11]

Commit[ID= 6d71b8292bc255e21f2dcf048be191650c01b4dc, release= 4.5.0, creationDate= 2016-07-11]

Commit[ID= d5cea821c2201db77bd75a9bc48ff4bf9f483ce2, release= 4.5.0, creationDate= 2016-07-11]

Commit[ID= 2506c98f8cc474d538df84ca30d229fbe0470e29, ticket= BOOKKEEPER-939, release= 4.5.0, creationDate= 2016-07-12]

Commit[ID= 2f71beb5e4b06691d4fd6c2601b78632236b3533, release= 4.5.0, creationDate= 2016-07-14]

Commit[ID= 1f7e47005588eedd879d0b9d163b4f125c6a0d59, ticket= BOOKKEEPER-927, release= 4.5.0, creationDate= 2016-07-26]

Commit[ID= 8324632b2983beba1528ab53a999340756c7f563, ticket= BOOKKEEPER-933, release= 4.5.0, creationDate= 2016-07-31]

Commit[ID= c43858b5095318b50f4c7f86fc33b0a9e454bee5, release= 4.5.0, creationDate= 2016-07-31]

Commit[ID= bf0f60c84034c7d3a1b4f51ef686db5de2bf9f2c, release= 4.5.0, creationDate= 2016-07-31]

Commit[ID= 64f596f4563436b3e4cfe0f57714fc3012778b4c, release= 4.5.0, creationDate= 2016-08-01]

Commit[ID= 28f23e80bc1f64a22b45c52166cd51d526eacb5b, release= 4.5.0, creationDate= 2016-08-16]

Commit[ID= b99cee8295439e10c88d4290abe21e422eff833d, release= 4.5.0, creationDate= 2016-08-16]

Commit[ID= 25af8e2950670648c04047e65ed67136c6a81ba7, release= 4.5.0, creationDate= 2016-08-23]

Commit[ID= 55937e03ec9f9d9c9939af6dcaa7f420cd655924, release= 4.5.0, creationDate= 2016-08-23]

Commit[ID= e39e3b036145907e9df87f72fb7b9773c4f35b45, release= 4.5.0, creationDate= 2016-08-23]

Commit[ID= 18ad45fa87c18f362e93060922d6b25729d503ce, release= 4.5.0, creationDate= 2016-08-27]

Commit[ID= a1890ec9992442ca0e051a674df2a130de6fd0a9, release= 4.5.0, creationDate= 2016-09-07]

Commit[ID= 9db51b8d532d18485798d9dd96973c22450a0495, release= 4.5.0, creationDate= 2016-09-10]

Commit[ID= 9dc05fc080ddf01e69eb89ce1b0865c552d3de53, release= 4.5.0, creationDate= 2016-09-10]

Commit[ID= 941bd8ddf4b65e4dc0cec56f1e76c3cfe157be5a, release= 4.5.0, creationDate= 2016-09-13]

Commit[ID= bbd1eb8d8560b03834175fbd996b85237df09f5c, release= 4.5.0, creationDate= 2016-10-13]

Commit[ID= bf4a4d6a07f9d615752054c6743035cebd86716e, ticket= BOOKKEEPER-924, release= 4.5.0, creationDate= 2016-10-13]

Commit[ID= b9247a10caa4ff635184da52c8975a921877b500, release= 4.5.0, creationDate= 2016-10-13]

Commit[ID= 2b2f33f51c8d3ac78fb7b969294eab952d730a99, release= 4.5.0, creationDate= 2016-10-13]

Commit[ID= 4383b0b171d5fdfcdfa55c196998bbc6b7fdc260, ticket= BOOKKEEPER-952, release= 4.5.0, creationDate= 2016-10-20]

Commit[ID= 0abf37c64ced0fe49a6470bc0e2be632e47902d6, release= 4.5.0, creationDate= 2016-11-09]

Commit[ID= 309cbba65c8532ef84c70efe181b3162e3078333, ticket= BOOKKEEPER-903, release= 4.5.0, creationDate= 2016-11-09]

Commit[ID= cc3d2701687ce1a4ff14502e2214a381b43aed5f, ticket= BOOKKEEPER-956, release= 4.5.0, creationDate= 2016-11-09]

Commit[ID= 8f0bed9f8401001abd683c420757610996cf96d8, ticket= BOOKKEEPER-957, release= 4.5.0, creationDate= 2016-11-09]

Commit[ID= 026ef10e1e9706ead4f1bc6763ded2e28c91480d, ticket= BOOKKEEPER-958, release= 4.5.0, creationDate= 2016-11-09]

Commit[ID= 7673febb6519fedb96320ec98db71601826a63b1, release= 4.5.0, creationDate= 2016-11-12]

Commit[ID= 2ba9a2c4f7192ec0abaccdfd334025b4ddb9da66, release= 4.5.0, creationDate= 2016-11-12]

Commit[ID= 9359d682a1598e30364eca6021d976f911e055b2, release= 4.5.0, creationDate= 2016-11-18]

Commit[ID= 95ea4815b5313ea2ab02e5192c9f577d1c0fe24e, release= 4.5.0, creationDate= 2016-11-18]

Commit[ID= baa0afc059dc0a96d5fb8c902a0504cf8fd30e02, release= 4.5.0, creationDate= 2016-11-29]

Commit[ID= 66515e74d3fb03d21cad4eccb446a90ab7e94597, release= 4.5.0, creationDate= 2016-11-30]

Commit[ID= 4cf097871d28b70a53f8c6bffaf1c2022e9953b2, ticket= BOOKKEEPER-955, release= 4.5.0, creationDate= 2016-11-30]

Commit[ID= ecbb053e6e873859507e247cae727f4bc8b9f7fa, release= 4.5.0, creationDate= 2016-11-30]

Commit[ID= f710e5a44569aa080b80eff855fff2c3810957fd, release= 4.5.0, creationDate= 2016-11-30]

Commit[ID= aebd68049eec8417769059d7500ab9a4ebb19c27, release= 4.5.0, creationDate= 2016-12-03]

Commit[ID= 2717eb4e37c88925fc4c0059bba013fd0f3aba97, release= 4.5.0, creationDate= 2016-12-03]

Commit[ID= 3a0025998c65df7794ae2a1b20ad1d58c03bf410, release= 4.5.0, creationDate= 2016-12-13]

Commit[ID= 8a4f4a63b1f066598e887ca34620d88f7db2bdd5, release= 4.5.0, creationDate= 2016-12-13]

Commit[ID= 13b890b738f6470463a6c8f72917fe94cdfb97bd, release= 4.5.0, creationDate= 2016-12-16]

Commit[ID= 0451d59c89b0df346e39c921acf6f066d949bfe0, release= 4.5.0, creationDate= 2016-12-16]

Commit[ID= 6d2737ca22533aed461ed71e94d2472a6664df3c, ticket= BOOKKEEPER-984, release= 4.5.0, creationDate= 2016-12-17]

Commit[ID= d2e82d4942be079cbfdb179e9a3fe3e574beff8d, release= 4.5.0, creationDate= 2016-12-17]

Commit[ID= 4bb57ef0b1b72eb1118963efc3ab9f0e9bec0e1c, release= 4.5.0, creationDate= 2016-12-17]

Commit[ID= be99f024df5d53b3988f585ab46d6b604592acf1, release= 4.5.0, creationDate= 2016-12-17]

Commit[ID= 669ab4ac32bcbf6b3d883a07ed942d36d25b8a6e, release= 4.5.0, creationDate= 2016-12-17]

Commit[ID= 73edd4a99191d3c710b24a85eed3e2dbcd0a93bc, release= 4.5.0, creationDate= 2016-12-17]

Commit[ID= 7b5dc6231e89d282fe00b95cb845ddaf15b034e8, release= 4.5.0, creationDate= 2016-12-17]

Commit[ID= db17ed7b24abd2a938dc344a0bae4a703349c207, release= 4.5.0, creationDate= 2016-12-17]

Commit[ID= b06b537a54654824eb130e11bd3286c1120723d4, release= 4.5.0, creationDate= 2016-12-17]

Commit[ID= 6aa61c918ff2b3ddd1ba2fd9b98f8423d2411006, release= 4.5.0, creationDate= 2016-12-17]

Commit[ID= 8b05fe3a171bc8aba245ef3e0b3cccd785691387, release= 4.5.0, creationDate= 2016-12-20]

Commit[ID= 64bcb21f5e6e21b49ac743941445d63b8b4e87d3, release= 4.5.0, creationDate= 2016-12-20]

Commit[ID= 715fa5cefc31a7041725cb959641287f60921dd7, release= 4.5.0, creationDate= 2016-12-20]

Commit[ID= 6fb1a5d564eb72cabd94b28e58e0b7052424335b, release= 4.5.0, creationDate= 2016-12-20]

Commit[ID= 77de65efa4e06aa4434ba87f4760e6851ae8c6ba, release= 4.5.0, creationDate= 2016-12-20]

Commit[ID= 54863473365572f955a8e7a3e022614f5f5e4604, ticket= BOOKKEEPER-988, release= 4.5.0, creationDate= 2016-12-20]

Commit[ID= 9a506c261d3702ddd3f39556f4331b91da952a6e, release= 4.5.0, creationDate= 2016-12-21]

Commit[ID= 6e738d0c02ebe6710a24aad505e2fd9386bb8821, ticket= BOOKKEEPER-986, release= 4.5.0, creationDate= 2016-12-21]

Commit[ID= a6a463591a823bd930aa8b921b17cef70ea445c1, release= 4.5.0, creationDate= 2016-12-21]

Commit[ID= ed4d2bff7443f861a288ac3e0d47ec036bc751f2, release= 4.5.0, creationDate= 2016-12-21]

Commit[ID= f53cbf82758af7f620ecd1506c76801bd0e75c86, release= 4.5.0, creationDate= 2016-12-21]

Commit[ID= ef4572afa128dabf0607068eadfb6f3e50d43da2, release= 4.5.0, creationDate= 2016-12-27]

Commit[ID= 3953dfb058ce841c8a23faadfc707ed5995f7b40, release= 4.5.0, creationDate= 2016-12-27]

Commit[ID= 30742c0375eb11dd653f92f734aaa478faa6c0cc, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= ff21a477e2697daa0759d6a3b7daf5354db156df, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= 7f2b59a7e6fa115793ed71d8cc1ad1cb9da677be, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= 037713709672b3b500f7375a1bd81c1649956e3f, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= 2cdd371f8799f47a5d473eb429f72d95337ca607, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= 1eb1b1e94407de828694c1caead6b865b7e28887, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= 9eabddb64a0b47d7c2c2096e571f5f2586f28d11, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= fdee73641c1841448451bf34f859a78ac6bd9d08, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= 35587d3d70cf60b84f425db13718b4537336fd80, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= 0d424a17571ab19039f8b7c7a5766980b6373090, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= 13a7381f50fea4b9300cd111fdd5b671954fbd7e, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= b42a8c34511612bef539d30d7ade5f68234297af, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= c9e76260dee1d661906c8bf89b032950f92c6d0e, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= ee117235dc1a6fa76093c315c0fed4239831cd63, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= b90cce8bbffa23f348058f8977a740b97f39dee2, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= 7c4476cd01e2ed7530cbb6f429d78f083837b838, release= 4.5.0, creationDate= 2016-12-28]

Commit[ID= aa60a4e830183f6d9a61ab9100cf845712e281b7, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= d606ee4ba0080431c5ec67b8805ff3bb269005d6, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= 68f796019ce771a44ba20548046a444177143be0, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= de4711ddf87571c4de5686385663aef3f19fcaf7, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= 3a512326dc2cec7e4c62e0dc8fe569fdc5305373, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= 09a34b0e9b814bf602dceccd64ad7dbfc718fcfb, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= da53069b9858fd904a68ce84b5954c60a0ba05b2, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= fd08cedc7e1e5df4cdf307a1dd615319bdc1bdd6, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= a5e892fc1901100e267e6a677261936a87b9d22b, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= e2c6bc0d7faa7b7912a51a7a4ed6e1b9ac5653bf, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= 714ae49baff3c9f390fb65afa9b8cf801c5a5316, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= d7105aa88f29faecd779c4371fb023775e2c7e40, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= 590805a487fbfcc3c85c9baf5988106a9037dc2f, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= 1166e11904ab83ec64e0147998cebffc653bdbf3, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= a83b233a79300c0bf1b3dcac0a24fef628ad48f8, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= d15bc06466e345651f53ef7a7f5a771ac4880446, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= da6cd40e0864548b94fee3fed63549026e446dd9, release= 4.5.0, creationDate= 2016-12-29]

Commit[ID= c7e78df8b7555b3a57f69ffbdff3072d29b8e024, release= 4.5.0, creationDate= 2017-01-04]

Commit[ID= ef1ca0e73e8ca832dabc46497058aeda6ca6b537, release= 4.5.0, creationDate= 2017-01-05]

Commit[ID= 3319bc0231f27322f2008c326e0256c90e799f67, release= 4.5.0, creationDate= 2017-01-05]

Commit[ID= e0e819b015b4e2910ac267321123cdbfd0f71fd0, release= 4.5.0, creationDate= 2017-01-05]

Commit[ID= 817989ce704261be588d33ff952719706599b6c6, release= 4.5.0, creationDate= 2017-01-05]

Commit[ID= 6cd251227258da58b2ab5d6ebffc620431e04b92, release= 4.5.0, creationDate= 2017-01-07]

Commit[ID= 361b423a14753a2a8b696fd352115bc87fb9284c, release= 4.5.0, creationDate= 2017-01-07]

Commit[ID= 9d1f3bdfd01fdb3f003120d33aa5e5655fefb768, release= 4.5.0, creationDate= 2017-01-07]

Commit[ID= 4b6c849f1b19571f3b38db71ae520b2b39cd5438, release= 4.5.0, creationDate= 2017-01-08]

Commit[ID= 965c82de9f22f66b2cde9dc03e14137e87145656, release= 4.5.0, creationDate= 2017-01-08]

Commit[ID= c248f9dbbc87bddb087fe7b3012772049241636a, release= 4.5.0, creationDate= 2017-01-08]

Commit[ID= 9bfb2a2d52dfd2f8890049accf96f3fa4f79878c, release= 4.5.0, creationDate= 2017-01-08]

Commit[ID= 8ba3c921f1b650df6e1f924f2e4a0bd7d5acdfa8, release= 4.5.0, creationDate= 2017-01-08]

Commit[ID= c3077c499489e114ef17bfd31afc5509387d664e, release= 4.5.0, creationDate= 2017-01-08]

Commit[ID= b7d28756c5be788ac7819dbeb5e7d8d92e920afb, release= 4.5.0, creationDate= 2017-01-08]

Commit[ID= eeb96c180b1b53d6608b13cf7077e3006ffdcb47, release= 4.5.0, creationDate= 2017-01-08]

Commit[ID= a1e1bb1fc016a99c383bc9f20220342ac2ee5561, release= 4.5.0, creationDate= 2017-01-08]

Commit[ID= 5548c21dff62d544a0035f0cbb3cc59e385a4bd5, release= 4.5.0, creationDate= 2017-01-08]

Commit[ID= 90e09af0fbfa6f05106e07ac8833be26abfa3f9a, release= 4.5.0, creationDate= 2017-01-11]

Commit[ID= 15d6f600e7158e2eecb0ae7231455305e5d1ceaa, release= 4.5.0, creationDate= 2017-01-11]

Commit[ID= 0fbb98b3629df18518ab6b2298bdd6fe5f19af7e, release= 4.5.0, creationDate= 2017-01-11]

Commit[ID= 43971c3b9e4a9ac37ee07b398ed5506e040f9310, release= 4.5.0, creationDate= 2017-01-11]

Commit[ID= ca7e5fd80662745e7f64ee8f70c66dc9734f6e3a, ticket= BOOKKEEPER-907, release= 4.5.0, creationDate= 2017-01-30]

Commit[ID= ba5dadcb3e1fa942f2f1a17178fd368c4bd0f0c4, release= 4.5.0, creationDate= 2017-01-30]

Commit[ID= 26b09abb4202362ca37d6944ce75eb2a3309dc3c, release= 4.5.0, creationDate= 2017-01-31]

Commit[ID= 13d668f2208bf472e4938cfdfd2de912eaa11275, ticket= BOOKKEEPER-959, release= 4.5.0, creationDate= 2017-01-31]

Commit[ID= 42e8f1294f206cbe51a6af669cf605833b78bf42, release= 4.5.0, creationDate= 2017-01-31]

Commit[ID= 712d1cb77f53a814bd2f678fcdd1f9c9db637292, release= 4.5.0, creationDate= 2017-01-31]

Commit[ID= c813b3d3298586ded02032a57a99d5fc6c974581, release= 4.5.0, creationDate= 2017-01-31]

Commit[ID= 91db1254c1118c4efa1c520f61850a3382f41fff, release= 4.5.0, creationDate= 2017-01-31]

Commit[ID= 123eccd435a4a96a9147ed4a24efbe9025fe79ba, release= 4.5.0, creationDate= 2017-03-22]

Commit[ID= 28c264c8655f74e09ceee5ad499942cfb0dc65dc, release= 4.5.0, creationDate= 2017-03-23]

Commit[ID= 32ebf0ad68f85daffdec571e28206339a4d09443, ticket= BOOKKEEPER-999, release= 4.5.0, creationDate= 2017-03-23]

Commit[ID= f3671fc9f588c7a53a9b3cdd520580c45dae06e3, release= 4.5.0, creationDate= 2017-03-23]

Commit[ID= f20568eaa25e0efe6926ede9030a210382e3005b, release= 4.5.0, creationDate= 2017-03-23]

Commit[ID= b2285e64df3258dbab1d84687118cbdc041891d8, release= 4.5.0, creationDate= 2017-03-23]

Commit[ID= 3d3340be7d754af1738a117ee07e3bed04ec5547, ticket= BOOKKEEPER-1013, release= 4.5.0, creationDate= 2017-03-23]

Commit[ID= 986110c4d03a38db81c166216cf4db81a9cb5cb7, release= 4.5.0, creationDate= 2017-03-23]

Commit[ID= 1e4ccaf167936fb4ad0de8c29ecf840bed3e89ed, release= 4.5.0, creationDate= 2017-03-23]

Commit[ID= 03c53f514867dac06d72ec587827b22acb457d73, release= 4.5.0, creationDate= 2017-03-28]

Commit[ID= 0583175de72446d00088611000310b000e8e61df, release= 4.5.0, creationDate= 2017-03-28]

Commit[ID= bf8ef14bc1bfdde6c6c8edcd7f380b4beca023f6, ticket= BOOKKEEPER-852, release= 4.5.0, creationDate= 2017-03-28]

Commit[ID= 825e0e7b4a27730d85afbe823a405ba333de3a65, release= 4.5.0, creationDate= 2017-03-28]

Commit[ID= b30b527ba995978694ebf735c02b508374001021, release= 4.5.0, creationDate= 2017-03-28]

Commit[ID= 9836c87dc2c082c46692d60c60cf9e23c7b0b06c, release= 4.5.0, creationDate= 2017-04-03]

Commit[ID= 9001e300ce0d5d2655d437e3eaa52f91487caed6, ticket= BOOKKEEPER-1018, release= 4.5.0, creationDate= 2017-04-03]

Commit[ID= f30f60889e0810a47797daf4107c0d9bc2ee998c, ticket= BOOKKEEPER-1018, release= 4.5.0, creationDate= 2017-04-04]

Commit[ID= ab707d2c6b3251b2a9a30a6d14074704460b3da5, ticket= BOOKKEEPER-1021, release= 4.5.0, creationDate= 2017-04-11]

Commit[ID= 48aa69dd0ba41f5ba7bb2b04f31172c919be4391, ticket= BOOKKEEPER-1031, release= 4.5.0, creationDate= 2017-04-11]

Commit[ID= 0f155f38bb48d23aab4ac8489f7908925b8f0cca, release= 4.5.0, creationDate= 2017-04-11]

Commit[ID= 12bb13cdb1feca0fa6739f8e6287c326fb5fdb94, release= 4.5.0, creationDate= 2017-04-11]

Commit[ID= 24fae0322327d8fd75c30524546924f27e278448, release= 4.5.0, creationDate= 2017-04-11]

Commit[ID= 0dd0e4fe0ae29dec3864e7539144a6ffca64df19, release= 4.5.0, creationDate= 2017-04-13]

Commit[ID= ba3505e60f83f8f99c480414a56dd6dec25a832b, release= 4.5.0, creationDate= 2017-04-13]

Commit[ID= 6a80ebc30244da56bc0e3fc64d02650ddfd6d6cb, release= 4.5.0, creationDate= 2017-04-13]

Commit[ID= f74d07d6b96ba3e6f1270d053fa36676cf680304, ticket= BOOKKEEPER-1018, release= 4.5.0, creationDate= 2017-04-15]

Commit[ID= de59bd2ad038428cfa61cfdefe1266f3356e1937, release= 4.5.0, creationDate= 2017-04-18]

Commit[ID= 83d5d9e2a51c8c135bfc97d3831beccebe11a69a, release= 4.5.0, creationDate= 2017-04-20]

Commit[ID= c94bbbacd7dcf369c51480a21ad8e55f1af4c9a6, release= 4.5.0, creationDate= 2017-04-24]

Commit[ID= c72ff5efbfaa21cbc95c21f89692190aa52a5a29, release= 4.5.0, creationDate= 2017-05-01]

Commit[ID= 9c79e078b8cfefc24251aefcb727760fb99229ed, release= 4.5.0, creationDate= 2017-05-02]

Commit[ID= 057af8dbce6c08794eb8b46ca52ca13f222d9bbb, release= 4.5.0, creationDate= 2017-05-02]

Commit[ID= 5d282dceae140577b97a12db5b2b531c7d84e985, release= 4.5.0, creationDate= 2017-05-04]

Commit[ID= 25c113f62a40bff6ff91cf82f699fd1d35b102fb, release= 4.5.0, creationDate= 2017-05-04]

Commit[ID= d5af77c05256d5942c19aff2654c5d8f5ac1eb79, ticket= BOOKKEEPER-1047, release= 4.5.0, creationDate= 2017-05-04]

Commit[ID= 61a5446b8923e5ce0b2a46891a385fd480275bac, release= 4.5.0, creationDate= 2017-05-09]

Commit[ID= 1a2e017b65812e6e50975213a365aa37eba9fa96, release= 4.5.0, creationDate= 2017-05-09]

Commit[ID= 5531014ab1cf282d35d4d53db975192b853bf7a6, release= 4.5.0, creationDate= 2017-05-09]

Commit[ID= d8a7ac310947049f65687e33d92b847c44c91a39, release= 4.5.0, creationDate= 2017-05-10]

Commit[ID= af397e2247d453af25db6a1f33426fb9c69e2cdf, release= 4.5.0, creationDate= 2017-05-10]

Commit[ID= fc4800544bcd60c66fa682e6ffcbf2789b7fbb74, release= 4.5.0, creationDate= 2017-05-10]

Commit[ID= eeaddeda66fc687d20c2309a8cbc109c5dfeed89, release= 4.5.0, creationDate= 2017-05-10]

